filename,artist,title,duration_seconds,cover_path,decided_by
Diljit Dosanjh - Range.mp3,Diljit Dosanjh,Range,172.056,P:\Web Development\Audora\frontend\public\songs\covers\Diljit_Dosanjh_-_Range.jpg,tags
Diljit Dosanjh - Tension.mp3,Diljit Dosanjh,Tension,168.24,P:\Web Development\Audora\frontend\public\songs\covers\Diljit_Dosanjh_-_Tension.jpg,tags
"Diljit Dosanjh, Badshah - Proper Patola (From 'Proper Patola') (feat. Badshah).mp3",Diljit Dosanjh/Badshah,"Proper Patola (From ""Proper Patola"") (feat. Badshah)",150.672,P:\Web Development\Audora\frontend\public\songs\covers\Diljit_Dosanjh__Badshah_-_Proper_Patola__From__Proper_Patola____feat._Badshah_.jpg,tags
"Diljit Dosanjh, Badshah, Raj Ranjodh - Naina (From 'Crew').mp3",Diljit Dosanjh/Badshah/Raj Ranjodh,"Naina (From ""Crew"")",180.024,P:\Web Development\Audora\frontend\public\songs\covers\Diljit_Dosanjh__Badshah__Raj_Ranjodh_-_Naina__From__Crew__.jpg,tags
"Diljit Dosanjh, Badshah, Raj Ranjodh - Naina (Lofi Mix).mp3",Diljit Dosanjh/Badshah/Raj Ranjodh,Naina (Lofi Mix),167.664,P:\Web Development\Audora\frontend\public\songs\covers\Diljit_Dosanjh__Badshah__Raj_Ranjodh_-_Naina__Lofi_Mix_.jpg,tags
"Diljit Dosanjh, Intense, Sultaan - Lalkara.mp3",Diljit Dosanjh/Intense/Sultaan,Lalkara,160.536,P:\Web Development\Audora\frontend\public\songs\covers\Diljit_Dosanjh__Intense__Sultaan_-_Lalkara.jpg,tags
"Diljit Dosanjh, Jatinder Shah - 5 Taara.mp3",Diljit Dosanjh/Jatinder Shah,5 Taara,180.576,P:\Web Development\Audora\frontend\public\songs\covers\Diljit_Dosanjh__Jatinder_Shah_-_5_Taara.jpg,tags
"Diljit Dosanjh, Jatinder Shah - Laembadgini.mp3",Diljit Dosanjh/Jatinder Shah,Laembadgini,186.36,P:\Web Development\Audora\frontend\public\songs\covers\Diljit_Dosanjh__Jatinder_Shah_-_Laembadgini.jpg,tags
"Diljit Dosanjh, Jatinder Shah, Balvir Boparai - Happy Birthday.mp3",Diljit Dosanjh/Jatinder Shah/Balvir Boparai,Happy Birthday,162.36,P:\Web Development\Audora\frontend\public\songs\covers\Diljit_Dosanjh__Jatinder_Shah__Balvir_Boparai_-_Happy_Birthday.jpg,tags
"Diljit Dosanjh, thiarajxtt - Kinni Kinni.mp3",Diljit Dosanjh/thiarajxtt,Kinni Kinni,213.384,P:\Web Development\Audora\frontend\public\songs\covers\Diljit_Dosanjh__thiarajxtt_-_Kinni_Kinni.jpg,tags
"Dj Chetas, Neha Kakkar, Farhan Sabri - Bol Kaffara Kya Hoga.mp3",Dj Chetas/Neha Kakkar/Farhan Sabri,Bol Kaffara Kya Hoga,207.12,P:\Web Development\Audora\frontend\public\songs\covers\Dj_Chetas__Neha_Kakkar__Farhan_Sabri_-_Bol_Kaffara_Kya_Hoga.jpg,tags
Drake - God's Plan.mp3,Drake,God's Plan,199.008,P:\Web Development\Audora\frontend\public\songs\covers\Drake_-_God_s_Plan.jpg,tags
Drake - Headlines.mp3,Drake,Headlines,236.76,P:\Web Development\Audora\frontend\public\songs\covers\Drake_-_Headlines.jpg,tags
Drake - NOKIA.mp3,Drake,NOKIA,241.056,P:\Web Development\Audora\frontend\public\songs\covers\Drake_-_NOKIA.jpg,tags
Drake - Passionfruit.mp3,Drake,Passionfruit,298.968,P:\Web Development\Audora\frontend\public\songs\covers\Drake_-_Passionfruit.jpg,tags
Drake - What Did I Miss.mp3,Drake,What Did I Miss?,194.352,P:\Web Development\Audora\frontend\public\songs\covers\Drake_-_What_Did_I_Miss.jpg,tags
"Drake, Central Cee - Which One (feat. Central Cee).mp3",Drake/Central Cee,Which One (feat. Central Cee),169.176,P:\Web Development\Audora\frontend\public\songs\covers\Drake__Central_Cee_-_Which_One__feat._Central_Cee_.jpg,tags
"Drake, Chris Brown - Not You Too (feat. Chris Brown).mp3",Drake/Chris Brown,Not You Too (feat. Chris Brown),269.712,P:\Web Development\Audora\frontend\public\songs\covers\Drake__Chris_Brown_-_Not_You_Too__feat._Chris_Brown_.jpg,tags
Ed Sheeran - Azizam.mp3,Ed Sheeran,Azizam,162.072,P:\Web Development\Audora\frontend\public\songs\covers\Ed_Sheeran_-_Azizam.jpg,tags
Ed Sheeran - Perfect.mp3,Ed Sheeran,Perfect,265.392,P:\Web Development\Audora\frontend\public\songs\covers\Ed_Sheeran_-_Perfect.jpg,tags
Ed Sheeran - Sapphire.mp3,Ed Sheeran,Sapphire,179.112,P:\Web Development\Audora\frontend\public\songs\covers\Ed_Sheeran_-_Sapphire.jpg,tags
Ed Sheeran - Shape of You.mp3,Ed Sheeran,Shape of You,233.76,P:\Web Development\Audora\frontend\public\songs\covers\Ed_Sheeran_-_Shape_of_You.jpg,tags
Eminem - Mockingbird.mp3,Eminem,Mockingbird,250.8,P:\Web Development\Audora\frontend\public\songs\covers\Eminem_-_Mockingbird.jpg,tags
Eminem - Without Me.mp3,Eminem,Without Me,290.352,P:\Web Development\Audora\frontend\public\songs\covers\Eminem_-_Without_Me.jpg,tags
"Eminem, Dina Rae - Superman.mp3",Eminem/Dina Rae,Superman,350.352,P:\Web Development\Audora\frontend\public\songs\covers\Eminem__Dina_Rae_-_Superman.jpg,tags
"Eminem, Rihanna - Love The Way You Lie.mp3",Eminem/Rihanna,Love The Way You Lie,263.4,P:\Web Development\Audora\frontend\public\songs\covers\Eminem__Rihanna_-_Love_The_Way_You_Lie.jpg,tags
Emiway Bantai - Company.mp3,Emiway Bantai,Company,222.024,P:\Web Development\Audora\frontend\public\songs\covers\Emiway_Bantai_-_Company.jpg,tags
Emiway Bantai - Dubai Company.mp3,Emiway Bantai,Dubai Company,189.312,P:\Web Development\Audora\frontend\public\songs\covers\Emiway_Bantai_-_Dubai_Company.jpg,tags
Emiway Bantai - GUESS.mp3,Emiway Bantai,GUESS,168.864,P:\Web Development\Audora\frontend\public\songs\covers\Emiway_Bantai_-_GUESS.jpg,tags
Emiway Bantai - Machayenge.mp3,Emiway Bantai,Machayenge,152.184,P:\Web Development\Audora\frontend\public\songs\covers\Emiway_Bantai_-_Machayenge.jpg,tags
Emiway Bantai - Paisa Paisa.mp3,Emiway Bantai,Paisa Paisa,186.024,P:\Web Development\Audora\frontend\public\songs\covers\Emiway_Bantai_-_Paisa_Paisa.jpg,tags
"Faheem Abdullah, Rauhan Malik, Amir Ameer - Ishq.mp3",Faheem Abdullah/Rauhan Malik/Amir Ameer,Ishq,228.672,P:\Web Development\Audora\frontend\public\songs\covers\Faheem_Abdullah__Rauhan_Malik__Amir_Ameer_-_Ishq.jpg,tags
"FloyyMenor, Ozuna, Anitta - Gata Only (Remix).mp3",FloyyMenor/Ozuna/Anitta,Gata Only (Remix),230.544,P:\Web Development\Audora\frontend\public\songs\covers\FloyyMenor__Ozuna__Anitta_-_Gata_Only__Remix_.jpg,tags
GIMS - Est-ce que tu m'aimes  - Pilule bleue.mp3,GIMS,Est-ce que tu m'aimes ? - Pilule bleue,237.12,P:\Web Development\Audora\frontend\public\songs\covers\GIMS_-_Est-ce_que_tu_m_aimes__-_Pilule_bleue.jpg,tags
Gajendra Verma - Mann Mera.mp3,Gajendra Verma,Mann Mera,200.16,P:\Web Development\Audora\frontend\public\songs\covers\Gajendra_Verma_-_Mann_Mera.jpg,tags
Gajendra Verma - Tera Ghata.mp3,Gajendra Verma,Tera Ghata,254.304,P:\Web Development\Audora\frontend\public\songs\covers\Gajendra_Verma_-_Tera_Ghata.jpg,tags
Gala - Freed from Desire.mp3,Gala,Freed from Desire,213.096,P:\Web Development\Audora\frontend\public\songs\covers\Gala_-_Freed_from_Desire.jpg,tags
"Gaurav Dagaonkar, Hemant Kumar - Bekarar Karke.mp3",Gaurav Dagaonkar/Hemant Kumar,Bekarar Karke,191.04,P:\Web Development\Audora\frontend\public\songs\covers\Gaurav_Dagaonkar__Hemant_Kumar_-_Bekarar_Karke.jpg,tags
"GowraHari, Armaan Malik, Krishna Kanth - Vibe Undi (From 'Mirai') [Telugu].mp3",GowraHari/Armaan Malik/Krishna Kanth,"Vibe Undi (From ""Mirai"") [Telugu]",202.392,P:\Web Development\Audora\frontend\public\songs\covers\GowraHari__Armaan_Malik__Krishna_Kanth_-_Vibe_Undi__From__Mirai____Telugu_.jpg,tags
Gracie Abrams - Risk.mp3,Gracie Abrams,Risk,191.616,P:\Web Development\Audora\frontend\public\songs\covers\Gracie_Abrams_-_Risk.jpg,tags
Gracie Abrams - That’s So True.mp3,Gracie Abrams,That’s So True,166.344,P:\Web Development\Audora\frontend\public\songs\covers\Gracie_Abrams_-_That_s_So_True.jpg,tags
"Guru Randhawa, Arjun, Rajat Nagpal, Intense - Suit Suit.mp3",Guru Randhawa/Arjun/Rajat Nagpal/Intense,Suit Suit,190.176,P:\Web Development\Audora\frontend\public\songs\covers\Guru_Randhawa__Arjun__Rajat_Nagpal__Intense_-_Suit_Suit.jpg,tags
"Guru Randhawa, Dhvani Bhanushali - Ishare Tere.mp3",Guru Randhawa/Dhvani Bhanushali,Ishare Tere,189.192,P:\Web Development\Audora\frontend\public\songs\covers\Guru_Randhawa__Dhvani_Bhanushali_-_Ishare_Tere.jpg,tags
"Guru Randhawa, Gurjit Gill, Lavish Dhiman - AZUL.mp3",Guru Randhawa/Gurjit Gill/Lavish Dhiman,AZUL,138.216,P:\Web Development\Audora\frontend\public\songs\covers\Guru_Randhawa__Gurjit_Gill__Lavish_Dhiman_-_AZUL.jpg,tags
"Guru Randhawa, Kiran Bajwa, Rony Ajnali - Sirra.mp3",Guru Randhawa/Kiran Bajwa/Rony Ajnali,Sirra,146.256,P:\Web Development\Audora\frontend\public\songs\covers\Guru_Randhawa__Kiran_Bajwa__Rony_Ajnali_-_Sirra.jpg,tags
"Guru Randhawa, Sanjoy, Gill Machhrai - Qatal.mp3",Guru Randhawa/Sanjoy/Gill Machhrai,Qatal,171.816,P:\Web Development\Audora\frontend\public\songs\covers\Guru_Randhawa__Sanjoy__Gill_Machhrai_-_Qatal.jpg,tags
"Guru Randhawa, Tulsi Kumar - Lagdi Lahore Di (From 'Street Dancer 3D').mp3",Guru Randhawa/Tulsi Kumar,"Lagdi Lahore Di (From ""Street Dancer 3D"")",215.4,P:\Web Development\Audora\frontend\public\songs\covers\Guru_Randhawa__Tulsi_Kumar_-_Lagdi_Lahore_Di__From__Street_Dancer_3D__.jpg,tags
Harshdeep Kaur - Katiya Karun.mp3,Harshdeep Kaur,Katiya Karun,238.032,P:\Web Development\Audora\frontend\public\songs\covers\Harshdeep_Kaur_-_Katiya_Karun.jpg,tags
Hassan Jahangir - Hawa Hawa.mp3,Hassan Jahangir,Hawa Hawa,369.696,P:\Web Development\Audora\frontend\public\songs\covers\Hassan_Jahangir_-_Hawa_Hawa.jpg,tags
Hemant Kumar - Beqarar Karke Hamen Yun Na Jaiye.mp3,Hemant Kumar,Beqarar Karke Hamen Yun Na Jaiye,189.912,P:\Web Development\Audora\frontend\public\songs\covers\Hemant_Kumar_-_Beqarar_Karke_Hamen_Yun_Na_Jaiye.jpg,tags
Hemant Kumar - Jane Woh Kaise Log The.mp3,Hemant Kumar,Jane Woh Kaise Log The,259.152,P:\Web Development\Audora\frontend\public\songs\covers\Hemant_Kumar_-_Jane_Woh_Kaise_Log_The.jpg,tags
"Himesh Reshammiya, Vineet Singh, Aaman Trikha - Hookah Bar.mp3",Himesh Reshammiya/Vineet Singh/Aaman Trikha,Hookah Bar,254.04,P:\Web Development\Audora\frontend\public\songs\covers\Himesh_Reshammiya__Vineet_Singh__Aaman_Trikha_-_Hookah_Bar.jpg,tags
Imran Khan - Amplifier.mp3,Imran Khan,Amplifier,232.944,P:\Web Development\Audora\frontend\public\songs\covers\Imran_Khan_-_Amplifier.jpg,tags
JENNIE - like JENNIE.mp3,JENNIE,like JENNIE,123.552,P:\Web Development\Audora\frontend\public\songs\covers\JENNIE_-_like_JENNIE.jpg,tags
"Jasleen Royal, Arijit Singh, Dulquer Salmaan - Heeriye (feat. Arijit Singh).mp3",Jasleen Royal/Arijit Singh/Dulquer Salmaan,Heeriye (feat. Arijit Singh),194.904,P:\Web Development\Audora\frontend\public\songs\covers\Jasleen_Royal__Arijit_Singh__Dulquer_Salmaan_-_Heeriye__feat._Arijit_Singh_.jpg,tags
"Jasleen Royal, B Praak, Romy - Ranjha (From 'Shershaah').mp3",Jasleen Royal/B Praak/Romy,"Ranjha (From ""Shershaah"")",228.888,P:\Web Development\Audora\frontend\public\songs\covers\Jasleen_Royal__B_Praak__Romy_-_Ranjha__From__Shershaah__.jpg,tags
"Jasleen Royal, Ranveer Allahbadia, Ujjwal Kashyap - Sang Rahiyo.mp3",Jasleen Royal/Ranveer Allahbadia/Ujjwal Kashyap,Sang Rahiyo,213.336,P:\Web Development\Audora\frontend\public\songs\covers\Jasleen_Royal__Ranveer_Allahbadia__Ujjwal_Kashyap_-_Sang_Rahiyo.jpg,tags
"Jasleen Royal, Ujjwal Kashyap - Sang Rahiyo.mp3",Jasleen Royal/Ujjwal Kashyap,Sang Rahiyo,213.336,P:\Web Development\Audora\frontend\public\songs\covers\Jasleen_Royal__Ujjwal_Kashyap_-_Sang_Rahiyo.jpg,tags
Jassie Gill - Guitar Sikhda.mp3,Jassie Gill,Guitar Sikhda,189.36,P:\Web Development\Audora\frontend\public\songs\covers\Jassie_Gill_-_Guitar_Sikhda.jpg,tags
"Jatin-Lalit, Lata Mangeshkar, Udit Narayan, Udbhav, Manohar Shetty, Ishaan, Shweta Pandit, Sonali Bhatawdekar, Pritha Mazumdar, Anand Bakshi - Aankhein Khuli.mp3",Jatin-Lalit/Lata Mangeshkar/Udit Narayan/Udbhav/Manohar Shetty/Ishaan/Shweta Pandit/Sonali Bhatawdekar/Pritha Mazumdar/Anand Bakshi,Aankhein Khuli,422.352,P:\Web Development\Audora\frontend\public\songs\covers\Jatin-Lalit__Lata_Mangeshkar__Udit_Narayan__Udbhav__Manohar_Shetty__Ishaan__Shweta_Pandit__Sonali_Bhatawdekar__Pritha_Mazumdar__Anand_Bakshi_-_Aankhein_Khuli.jpg,tags
"Jatin-Lalit, Shaan, Kailash Kher, Prasoon Joshi - Chand Sifarish.mp3",Jatin-Lalit/Shaan/Kailash Kher/Prasoon Joshi,Chand Sifarish,275.544,P:\Web Development\Audora\frontend\public\songs\covers\Jatin-Lalit__Shaan__Kailash_Kher__Prasoon_Joshi_-_Chand_Sifarish.jpg,tags
Javed Ali - Guzarish.mp3,Javed Ali,Guzarish,327.624,P:\Web Development\Audora\frontend\public\songs\covers\Javed_Ali_-_Guzarish.jpg,tags
"Javed-Mohsin, Arijit Singh, Shreya Ghoshal, Kunaal Vermaa, Prashant Ingole - Pal.mp3",Javed-Mohsin/Arijit Singh/Shreya Ghoshal/Kunaal Vermaa/Prashant Ingole,Pal,247.32,P:\Web Development\Audora\frontend\public\songs\covers\Javed-Mohsin__Arijit_Singh__Shreya_Ghoshal__Kunaal_Vermaa__Prashant_Ingole_-_Pal.jpg,tags
"Jaz Dhami, Yo Yo Honey Singh - High Heels.mp3",Jaz Dhami/Yo Yo Honey Singh,High Heels,297.816,P:\Web Development\Audora\frontend\public\songs\covers\Jaz_Dhami__Yo_Yo_Honey_Singh_-_High_Heels.jpg,tags
"Jeet Gannguli, Arijit Singh - Mera Pyar Tera Pyar.mp3",Jeet Gannguli/Arijit Singh,Mera Pyar Tera Pyar,275.4,P:\Web Development\Audora\frontend\public\songs\covers\Jeet_Gannguli__Arijit_Singh_-_Mera_Pyar_Tera_Pyar.jpg,tags
"Jennifer Lopez, Pitbull - On The Floor.mp3",Jennifer Lopez/Pitbull,On The Floor,285.0,P:\Web Development\Audora\frontend\public\songs\covers\Jennifer_Lopez__Pitbull_-_On_The_Floor.jpg,tags
Joji - Glimpse of Us.mp3,Joji,Glimpse of Us,233.52,P:\Web Development\Audora\frontend\public\songs\covers\Joji_-_Glimpse_of_Us.jpg,tags
Josh Brar - Tere Bina Na Guzara E.mp3,Josh Brar,Tere Bina Na Guzara E,220.824,P:\Web Development\Audora\frontend\public\songs\covers\Josh_Brar_-_Tere_Bina_Na_Guzara_E.jpg,tags
"Jubin Nautiyal, Kunaal Vermaa - Tum Hi Aana (Sad Version).mp3",Jubin Nautiyal/Kunaal Vermaa,Tum Hi Aana (Sad Version),83.208,P:\Web Development\Audora\frontend\public\songs\covers\Jubin_Nautiyal__Kunaal_Vermaa_-_Tum_Hi_Aana__Sad_Version_.jpg,tags
"Jubin Nautiyal, Manoj Muntashir - Humnava Mere.mp3",Jubin Nautiyal/Manoj Muntashir,Humnava Mere,329.04,P:\Web Development\Audora\frontend\public\songs\covers\Jubin_Nautiyal__Manoj_Muntashir_-_Humnava_Mere.jpg,tags
"Jubin Nautiyal, Palak Muchhal - Kaabil Hoon (From 'Kaabil').mp3",Jubin Nautiyal/Palak Muchhal,"Kaabil Hoon (From ""Kaabil"")",314.088,P:\Web Development\Audora\frontend\public\songs\covers\Jubin_Nautiyal__Palak_Muchhal_-_Kaabil_Hoon__From__Kaabil__.jpg,tags
"Jubin Nautiyal, Palak Muchhal, Rajesh Roshan, Nasir Faraaz - Kaabil Hoon.mp3",Jubin Nautiyal/Palak Muchhal/Rajesh Roshan/Nasir Faraaz,Kaabil Hoon,314.088,P:\Web Development\Audora\frontend\public\songs\covers\Jubin_Nautiyal__Palak_Muchhal__Rajesh_Roshan__Nasir_Faraaz_-_Kaabil_Hoon.jpg,tags
"Jubin Nautiyal, Payal Dev, Manoj Muntashir - Meri Maa Ke Barabar Koi Nahi.mp3",Jubin Nautiyal/Payal Dev/Manoj Muntashir,Meri Maa Ke Barabar Koi Nahi,298.08,P:\Web Development\Audora\frontend\public\songs\covers\Jubin_Nautiyal__Payal_Dev__Manoj_Muntashir_-_Meri_Maa_Ke_Barabar_Koi_Nahi.jpg,tags
"Jubin Nautiyal, Prakriti Kakar - Agar Tum Saath Ho-Maahi Ve.mp3",Jubin Nautiyal/Prakriti Kakar,Agar Tum Saath Ho-Maahi Ve,273.792,P:\Web Development\Audora\frontend\public\songs\covers\Jubin_Nautiyal__Prakriti_Kakar_-_Agar_Tum_Saath_Ho-Maahi_Ve.jpg,tags
"Jubin Nautiyal, Tanishk Bagchi, Manoj Muntashir, Nusrat Fateh Ali Khan - Lut Gaye.mp3",Jubin Nautiyal/Tanishk Bagchi/Manoj Muntashir/Nusrat Fateh Ali Khan,Lut Gaye,228.072,P:\Web Development\Audora\frontend\public\songs\covers\Jubin_Nautiyal__Tanishk_Bagchi__Manoj_Muntashir__Nusrat_Fateh_Ali_Khan_-_Lut_Gaye.jpg,tags
Justin Bieber - DAISIES.mp3,Justin Bieber,DAISIES,176.496,P:\Web Development\Audora\frontend\public\songs\covers\Justin_Bieber_-_DAISIES.jpg,tags
Justin Bieber - Ghost.mp3,Justin Bieber,Ghost,153.216,P:\Web Development\Audora\frontend\public\songs\covers\Justin_Bieber_-_Ghost.jpg,tags
Justin Bieber - Love Yourself.mp3,Justin Bieber,Love Yourself,223.92,P:\Web Development\Audora\frontend\public\songs\covers\Justin_Bieber_-_Love_Yourself.jpg,tags
Justin Bieber - SPEED DEMON.mp3,Justin Bieber,SPEED DEMON,211.992,P:\Web Development\Audora\frontend\public\songs\covers\Justin_Bieber_-_SPEED_DEMON.jpg,tags
Justin Bieber - Sorry.mp3,Justin Bieber,Sorry,200.832,P:\Web Development\Audora\frontend\public\songs\covers\Justin_Bieber_-_Sorry.jpg,tags
Justin Bieber - YUKON.mp3,Justin Bieber,YUKON,163.896,P:\Web Development\Audora\frontend\public\songs\covers\Justin_Bieber_-_YUKON.jpg,tags
"Justin Bieber, Chance the Rapper - Confident.mp3",Justin Bieber/Chance the Rapper,Confident,248.16,P:\Web Development\Audora\frontend\public\songs\covers\Justin_Bieber__Chance_the_Rapper_-_Confident.jpg,tags
Justin Hurwitz - Mia & Sebastian’s Theme.mp3,Justin Hurwitz,Mia & Sebastian’s Theme,96.936,P:\Web Development\Audora\frontend\public\songs\covers\Justin_Hurwitz_-_Mia___Sebastian_s_Theme.jpg,tags
"KK, Mithoon, Rimz Music, Sayeed Quadri - Beete Lamhein Lofi Mix.mp3",KK/Mithoon/Rimz Music/Sayeed Quadri,Beete Lamhein Lofi Mix,212.184,P:\Web Development\Audora\frontend\public\songs\covers\KK__Mithoon__Rimz_Music__Sayeed_Quadri_-_Beete_Lamhein_Lofi_Mix.jpg,tags
"KK, Shilpa Rao - Khuda Jaane.mp3",KK/Shilpa Rao,Khuda Jaane,333.216,P:\Web Development\Audora\frontend\public\songs\covers\KK__Shilpa_Rao_-_Khuda_Jaane.jpg,tags
KR$NA - I Guess.mp3,KR$NA,I Guess,186.12,P:\Web Development\Audora\frontend\public\songs\covers\KR_NA_-_I_Guess.jpg,tags
KR$NA - No Cap.mp3,KR$NA,No Cap,205.464,P:\Web Development\Audora\frontend\public\songs\covers\KR_NA_-_No_Cap.jpg,tags
KR$NA - Prarthana.mp3,KR$NA,Prarthana,199.704,P:\Web Development\Audora\frontend\public\songs\covers\KR_NA_-_Prarthana.jpg,tags
"KR$NA, Phenom - Knock Knock.mp3",KR$NA/Phenom,Knock Knock,206.856,P:\Web Development\Audora\frontend\public\songs\covers\KR_NA__Phenom_-_Knock_Knock.jpg,tags
"KR$NA, Seedhe Maut, Umair - Hola Amigo.mp3",KR$NA/Seedhe Maut/Umair,Hola Amigo,226.32,P:\Web Development\Audora\frontend\public\songs\covers\KR_NA__Seedhe_Maut__Umair_-_Hola_Amigo.jpg,tags
"KR$NA, Umair, Mukesh - Joota Japani.mp3",KR$NA/Umair/Mukesh,Joota Japani,155.112,P:\Web Development\Audora\frontend\public\songs\covers\KR_NA__Umair__Mukesh_-_Joota_Japani.jpg,tags
Kailash Kher - Allah Ke Bande.mp3,Kailash Kher,Allah Ke Bande,246.888,P:\Web Development\Audora\frontend\public\songs\covers\Kailash_Kher_-_Allah_Ke_Bande.jpg,tags
Kailash Kher - Ya Rabba.mp3,Kailash Kher,Ya Rabba,418.92,P:\Web Development\Audora\frontend\public\songs\covers\Kailash_Kher_-_Ya_Rabba.jpg,tags
"Kailash Kher, Meet Bros Anjjan - Mere Nishaan.mp3",Kailash Kher/Meet Bros Anjjan,Mere Nishaan,300.744,P:\Web Development\Audora\frontend\public\songs\covers\Kailash_Kher__Meet_Bros_Anjjan_-_Mere_Nishaan.jpg,tags
"Kailash Kher, Paresh Kamath, Naresh Kamath - Bam Lahiri.mp3",Kailash Kher/Paresh Kamath/Naresh Kamath,Bam Lahiri,317.016,P:\Web Development\Audora\frontend\public\songs\covers\Kailash_Kher__Paresh_Kamath__Naresh_Kamath_-_Bam_Lahiri.jpg,tags
"Kailash Kher, Paresh Kamath, Naresh Kamath - Saiyyan.mp3",Kailash Kher/Paresh Kamath/Naresh Kamath,Saiyyan,343.944,P:\Web Development\Audora\frontend\public\songs\covers\Kailash_Kher__Paresh_Kamath__Naresh_Kamath_-_Saiyyan.jpg,tags
"Kailash Kher, Paresh Kamath, Naresh Kamath - Teri Deewani.mp3",Kailash Kher/Paresh Kamath/Naresh Kamath,Teri Deewani,323.544,P:\Web Development\Audora\frontend\public\songs\covers\Kailash_Kher__Paresh_Kamath__Naresh_Kamath_-_Teri_Deewani.jpg,tags
"Kalyanji-Anandji, Kishore Kumar - Neele Neele Ambar Par - Male Version.mp3",Kalyanji-Anandji/Kishore Kumar,Neele Neele Ambar Par - Male Version,320.04,P:\Web Development\Audora\frontend\public\songs\covers\Kalyanji-Anandji__Kishore_Kumar_-_Neele_Neele_Ambar_Par_-_Male_Version.jpg,tags
Karan Aujla - 2am.mp3,Karan Aujla,2am,257.184,P:\Web Development\Audora\frontend\public\songs\covers\Karan_Aujla_-_2am.jpg,tags
Karan Aujla - ANTIDOTE.mp3,Karan Aujla,ANTIDOTE,187.368,P:\Web Development\Audora\frontend\public\songs\covers\Karan_Aujla_-_ANTIDOTE.jpg,tags
Karan Aujla - Admirin' You - Unplugged.mp3,Karan Aujla,Admirin' You - Unplugged,195.864,P:\Web Development\Audora\frontend\public\songs\covers\Karan_Aujla_-_Admirin__You_-_Unplugged.jpg,tags
Karan Aujla - Mexico.mp3,Karan Aujla,Mexico,206.472,P:\Web Development\Audora\frontend\public\songs\covers\Karan_Aujla_-_Mexico.jpg,tags
Karan Aujla - Tauba Tauba (From 'Bad Newz').mp3,Karan Aujla,"Tauba Tauba (From ""Bad Newz"")",207.192,P:\Web Development\Audora\frontend\public\songs\covers\Karan_Aujla_-_Tauba_Tauba__From__Bad_Newz__.jpg,tags
"Karan Aujla, Ikky - 52 Bars.mp3",Karan Aujla/Ikky,52 Bars,214.056,P:\Web Development\Audora\frontend\public\songs\covers\Karan_Aujla__Ikky_-_52_Bars.jpg,tags
"Karan Aujla, Ikky - At Peace.mp3",Karan Aujla/Ikky,At Peace,164.088,P:\Web Development\Audora\frontend\public\songs\covers\Karan_Aujla__Ikky_-_At_Peace.jpg,tags
"Karan Aujla, Ikky - Boyfriend.mp3",Karan Aujla/Ikky,Boyfriend,160.824,P:\Web Development\Audora\frontend\public\songs\covers\Karan_Aujla__Ikky_-_Boyfriend.jpg,tags
"Karan Aujla, Ikky - For A Reason.mp3",Karan Aujla/Ikky,For A Reason,180.024,P:\Web Development\Audora\frontend\public\songs\covers\Karan_Aujla__Ikky_-_For_A_Reason.jpg,tags
"Karan Aujla, Ikky - Gabhru!.mp3",Karan Aujla/Ikky,Gabhru!,200.424,P:\Web Development\Audora\frontend\public\songs\covers\Karan_Aujla__Ikky_-_Gabhru_.jpg,tags
"Karan Aujla, Ikky - Softly.mp3",Karan Aujla/Ikky,Softly,155.208,P:\Web Development\Audora\frontend\public\songs\covers\Karan_Aujla__Ikky_-_Softly.jpg,tags
"Karan Aujla, Jay Trak - Wavy.mp3",Karan Aujla/Jay Trak,Wavy,161.04,P:\Web Development\Audora\frontend\public\songs\covers\Karan_Aujla__Jay_Trak_-_Wavy.jpg,tags
"Karan Aujla, Neha Kakkar - Aaye Haaye (From 'Aaye Haaye').mp3",Karan Aujla/Neha Kakkar,"Aaye Haaye (From ""Aaye Haaye"")",195.096,P:\Web Development\Audora\frontend\public\songs\covers\Karan_Aujla__Neha_Kakkar_-_Aaye_Haaye__From__Aaye_Haaye__.jpg,tags
"Karan Aujla, Seshnolan - Winning Speech.mp3",Karan Aujla/Seshnolan,Winning Speech,227.472,P:\Web Development\Audora\frontend\public\songs\covers\Karan_Aujla__Seshnolan_-_Winning_Speech.jpg,tags
"Karma, Raftaar - Karta Kya Hai.mp3",Karma/Raftaar,Karta Kya Hai,204.12,P:\Web Development\Audora\frontend\public\songs\covers\Karma__Raftaar_-_Karta_Kya_Hai.jpg,tags
Kavita Krishnamurthy - Tum Ko.mp3,Kavita Krishnamurthy,Tum Ko,345.336,P:\Web Development\Audora\frontend\public\songs\covers\Kavita_Krishnamurthy_-_Tum_Ko.jpg,tags
"King, Karma - GOAT SHIT.mp3",King/Karma,GOAT SHIT,231.072,P:\Web Development\Audora\frontend\public\songs\covers\King__Karma_-_GOAT_SHIT.jpg,tags
Kishore Kumar - Pal Pal Dil Ke Paas - From 'Blackmail'.mp3,Kishore Kumar,"Pal Pal Dil Ke Paas - From ""Blackmail""",329.112,P:\Web Development\Audora\frontend\public\songs\covers\Kishore_Kumar_-_Pal_Pal_Dil_Ke_Paas_-_From__Blackmail_.jpg,tags
