filename,artist,title,duration_seconds,cover_path,decided_by
"Pritam, Shaan - Let It Be.mp3",Pritam/Shaan,Let It Be,253.128,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Shaan_-_Let_It_Be.jpg,tags
"Pritam, Shafqat Amanat Ali - Tu Hi Mera.mp3",Pritam/Shafqat Amanat Ali,Tu Hi Mera,273.0,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Shafqat_Amanat_Ali_-_Tu_Hi_Mera.jpg,tags
"Pritam, Sonu Nigam, Shilpa Rao - Allah Maaf Kare.mp3",Pritam/Sonu Nigam/Shilpa Rao,Allah Maaf Kare,226.92,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Sonu_Nigam__Shilpa_Rao_-_Allah_Maaf_Kare.jpg,tags
"Pritam, Tochi Raina, Rekha Bhardwaj - Kabira.mp3",Pritam/Tochi Raina/Rekha Bhardwaj,Kabira,223.488,P:\Web Development\Audora\frontend\public\songs\covers\Pritam__Tochi_Raina__Rekha_Bhardwaj_-_Kabira.jpg,tags
"QARAN, Badshah - Tareefan.mp3",QARAN/Badshah,Tareefan,193.248,P:\Web Development\Audora\frontend\public\songs\covers\QARAN__Badshah_-_Tareefan.jpg,tags
Rabbi Shergill - Tere Bin.mp3,Rabbi Shergill,Tere Bin,322.728,P:\Web Development\Audora\frontend\public\songs\covers\Rabbi_Shergill_-_Tere_Bin.jpg,tags
Raftaar - Baby Marvake Maanegi.mp3,Raftaar,Baby Marvake Maanegi,187.584,P:\Web Development\Audora\frontend\public\songs\covers\Raftaar_-_Baby_Marvake_Maanegi.jpg,tags
"Raftaar, Badshah - RAASHAH.mp3",Raftaar/Badshah,RAASHAH,220.848,P:\Web Development\Audora\frontend\public\songs\covers\Raftaar__Badshah_-_RAASHAH.jpg,tags
"Raftaar, Badshah, Hiten - BAAWE.mp3",Raftaar/Badshah/Hiten,BAAWE,159.216,P:\Web Development\Audora\frontend\public\songs\covers\Raftaar__Badshah__Hiten_-_BAAWE.jpg,tags
"Raftaar, Dhanda Nyoliwala - Chora Baba Ka.mp3",Raftaar/Dhanda Nyoliwala,Chora Baba Ka,175.656,P:\Web Development\Audora\frontend\public\songs\covers\Raftaar__Dhanda_Nyoliwala_-_Chora_Baba_Ka.jpg,tags
"Raftaar, Payal Dev, Gourov-Roshin, Rajesh Roshan, Kumaar, Anjaan - Haseeno Ka Deewana.mp3",Raftaar/Payal Dev/Gourov-Roshin/Rajesh Roshan/Kumaar/Anjaan,Haseeno Ka Deewana,230.928,P:\Web Development\Audora\frontend\public\songs\covers\Raftaar__Payal_Dev__Gourov-Roshin__Rajesh_Roshan__Kumaar__Anjaan_-_Haseeno_Ka_Deewana.jpg,tags
"Raftaar, Rashmeet Kaur, Surbhi Jyoti, Bollywood Sped Up - Ghana Kasoota - Sped Up.mp3",Raftaar/Rashmeet Kaur/Surbhi Jyoti/Bollywood Sped Up,Ghana Kasoota - Sped Up,135.048,P:\Web Development\Audora\frontend\public\songs\covers\Raftaar__Rashmeet_Kaur__Surbhi_Jyoti__Bollywood_Sped_Up_-_Ghana_Kasoota_-_Sped_Up.jpg,tags
"Raftaar, Shahid Mallya - Toh Dishoom.mp3",Raftaar/Shahid Mallya,Toh Dishoom,244.824,P:\Web Development\Audora\frontend\public\songs\covers\Raftaar__Shahid_Mallya_-_Toh_Dishoom.jpg,tags
"Raftaar, Sukh-E Muzical Doctorz, Jaani - All Black.mp3",Raftaar/Sukh-E Muzical Doctorz/Jaani,All Black,218.184,P:\Web Development\Audora\frontend\public\songs\covers\Raftaar__Sukh-E_Muzical_Doctorz__Jaani_-_All_Black.jpg,tags
Rahat Fateh Ali Khan - Dil To Bachcha Hai.mp3,Rahat Fateh Ali Khan,Dil To Bachcha Hai,336.072,P:\Web Development\Audora\frontend\public\songs\covers\Rahat_Fateh_Ali_Khan_-_Dil_To_Bachcha_Hai.jpg,tags
Ranbir Kapoor - Meeting Place.mp3,Ranbir Kapoor,Meeting Place,69.528,P:\Web Development\Audora\frontend\public\songs\covers\Ranbir_Kapoor_-_Meeting_Place.jpg,tags
"Rochak Kohli, Arijit Singh, Neha Kakkar - Tu Hi Yaar Mera.mp3",Rochak Kohli/Arijit Singh/Neha Kakkar,Tu Hi Yaar Mera,201.024,P:\Web Development\Audora\frontend\public\songs\covers\Rochak_Kohli__Arijit_Singh__Neha_Kakkar_-_Tu_Hi_Yaar_Mera.jpg,tags
"Sachet Tandon, Kunaal Vermaa, The Fusion Project - Humraah (From 'Malang - Unleash The Madness').mp3",Sachet Tandon/Kunaal Vermaa/The Fusion Project,"Humraah (From ""Malang - Unleash The Madness"")",299.856,P:\Web Development\Audora\frontend\public\songs\covers\Sachet_Tandon__Kunaal_Vermaa__The_Fusion_Project_-_Humraah__From__Malang_-_Unleash_The_Madness__.jpg,tags
"Sachet Tandon, Shellee - Maiyya Mainu.mp3",Sachet Tandon/Shellee,Maiyya Mainu,231.6,P:\Web Development\Audora\frontend\public\songs\covers\Sachet_Tandon__Shellee_-_Maiyya_Mainu.jpg,tags
"Sachin Gupta, Sanam - Kuchh Na Kaho - Lofi.mp3",Sachin Gupta/Sanam,Kuchh Na Kaho - Lofi,240.888,P:\Web Development\Audora\frontend\public\songs\covers\Sachin_Gupta__Sanam_-_Kuchh_Na_Kaho_-_Lofi.jpg,tags
"Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya - Apna Bana Le.mp3",Sachin-Jigar/Arijit Singh/Amitabh Bhattacharya,Apna Bana Le,261.744,P:\Web Development\Audora\frontend\public\songs\covers\Sachin-Jigar__Arijit_Singh__Amitabh_Bhattacharya_-_Apna_Bana_Le.jpg,tags
"Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya - Phir Aur Kya Chahiye (From 'Zara Hatke Zara Bachke').mp3",Sachin-Jigar/Arijit Singh/Amitabh Bhattacharya,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",266.112,P:\Web Development\Audora\frontend\public\songs\covers\Sachin-Jigar__Arijit_Singh__Amitabh_Bhattacharya_-_Phir_Aur_Kya_Chahiye__From__Zara_Hatke_Zara_Bachke__.jpg,tags
"Sachin-Jigar, Atif Aslam, Priya Saraiya - Jeena Jeena.mp3",Sachin-Jigar/Atif Aslam/Priya Saraiya,Jeena Jeena,229.008,P:\Web Development\Audora\frontend\public\songs\covers\Sachin-Jigar__Atif_Aslam__Priya_Saraiya_-_Jeena_Jeena.jpg,tags
"Sachin-Jigar, Pawan Singh, Simran Choudhary, Divya Kumar, Amitabh Bhattacharya - Aayi Nai (From 'Stree 2').mp3",Sachin-Jigar/Pawan Singh/Simran Choudhary/Divya Kumar/Amitabh Bhattacharya,"Aayi Nai (From ""Stree 2"")",178.824,P:\Web Development\Audora\frontend\public\songs\covers\Sachin-Jigar__Pawan_Singh__Simran_Choudhary__Divya_Kumar__Amitabh_Bhattacharya_-_Aayi_Nai__From__Stree_2__.jpg,tags
"Sachin-Jigar, Pawan Singh, Simran Choudhary, Divya Kumar, Amitabh Bhattacharya - Aayi Nai.mp3",Sachin-Jigar/Pawan Singh/Simran Choudhary/Divya Kumar/Amitabh Bhattacharya,Aayi Nai,178.824,P:\Web Development\Audora\frontend\public\songs\covers\Sachin-Jigar__Pawan_Singh__Simran_Choudhary__Divya_Kumar__Amitabh_Bhattacharya_-_Aayi_Nai.jpg,tags
"Sachin-Jigar, Sonu Nigam, Krishnakali Saha, Amitabh Bhattacharya - Pardesiya - From 'Param Sundari'.mp3",Sachin-Jigar/Sonu Nigam/Krishnakali Saha/Amitabh Bhattacharya,"Pardesiya - From ""Param Sundari""",231.768,P:\Web Development\Audora\frontend\public\songs\covers\Sachin-Jigar__Sonu_Nigam__Krishnakali_Saha__Amitabh_Bhattacharya_-_Pardesiya_-_From__Param_Sundari_.jpg,tags
"Sajid-Wajid, Rahat Fateh Ali Khan, Sunidhi Chauhan, Suzanne D'Mello, Gulzar - Surili Akhiyon Wale - Duet.mp3",Sajid-Wajid/Rahat Fateh Ali Khan/Sunidhi Chauhan/Suzanne D'Mello/Gulzar,Surili Akhiyon Wale - Duet,332.16,P:\Web Development\Audora\frontend\public\songs\covers\Sajid-Wajid__Rahat_Fateh_Ali_Khan__Sunidhi_Chauhan__Suzanne_D_Mello__Gulzar_-_Surili_Akhiyon_Wale_-_Duet.jpg,tags
"Salim–Sulaiman, Roop Kumar Rathod, Jaideep Sahni - Tujh Mein Rab Dikhta Hai.mp3",Salim–Sulaiman/Roop Kumar Rathod/Jaideep Sahni,Tujh Mein Rab Dikhta Hai,281.184,P:\Web Development\Audora\frontend\public\songs\covers\Salim_Sulaiman__Roop_Kumar_Rathod__Jaideep_Sahni_-_Tujh_Mein_Rab_Dikhta_Hai.jpg,tags
"Salim–Sulaiman, Sonu Nigam, Shreya Ghoshal, Salim Merchant - Shukran Allah.mp3",Salim–Sulaiman/Sonu Nigam/Shreya Ghoshal/Salim Merchant,Shukran Allah,290.088,P:\Web Development\Audora\frontend\public\songs\covers\Salim_Sulaiman__Sonu_Nigam__Shreya_Ghoshal__Salim_Merchant_-_Shukran_Allah.jpg,tags
Sanam - Gulabi Aankhen.mp3,Sanam,Gulabi Aankhen,197.784,P:\Web Development\Audora\frontend\public\songs\covers\Sanam_-_Gulabi_Aankhen.jpg,tags
Sanam - Pehla Nasha.mp3,Sanam,Pehla Nasha,224.256,P:\Web Development\Audora\frontend\public\songs\covers\Sanam_-_Pehla_Nasha.jpg,tags
"Sanam, Laxmikant–Pyarelal - Mere Mehboob Qayamat Hogi.mp3",Sanam/Laxmikant–Pyarelal,Mere Mehboob Qayamat Hogi,240.912,P:\Web Development\Audora\frontend\public\songs\covers\Sanam__Laxmikant_Pyarelal_-_Mere_Mehboob_Qayamat_Hogi.jpg,tags
"Sanam, Mira Mohamed Majid - Yeh Vaada Raha.mp3",Sanam/Mira Mohamed Majid,Yeh Vaada Raha,183.072,P:\Web Development\Audora\frontend\public\songs\covers\Sanam__Mira_Mohamed_Majid_-_Yeh_Vaada_Raha.jpg,tags
"Sanam, R. D. Burman - Chala Jata Hoon.mp3",Sanam/R. D. Burman,Chala Jata Hoon,210.024,P:\Web Development\Audora\frontend\public\songs\covers\Sanam__R._D._Burman_-_Chala_Jata_Hoon.jpg,tags
"Sanam, R. D. Burman - Tujhse Naraz Nahi Zindagi.mp3",Sanam/R. D. Burman,Tujhse Naraz Nahi Zindagi,237.72,P:\Web Development\Audora\frontend\public\songs\covers\Sanam__R._D._Burman_-_Tujhse_Naraz_Nahi_Zindagi.jpg,tags
"Sanam, Simran Sehgal - Yeh Raaten Yeh Mausam.mp3",Sanam/Simran Sehgal,Yeh Raaten Yeh Mausam,208.968,P:\Web Development\Audora\frontend\public\songs\covers\Sanam__Simran_Sehgal_-_Yeh_Raaten_Yeh_Mausam.jpg,tags
Seedhe Maut - 11K.mp3,Seedhe Maut,11K,174.264,P:\Web Development\Audora\frontend\public\songs\covers\Seedhe_Maut_-_11K.jpg,tags
Seedhe Maut - Namastute.mp3,Seedhe Maut,Namastute,120.216,P:\Web Development\Audora\frontend\public\songs\covers\Seedhe_Maut_-_Namastute.jpg,tags
Seedhe Maut - Raat Ki Rani.mp3,Seedhe Maut,Raat Ki Rani,211.224,P:\Web Development\Audora\frontend\public\songs\covers\Seedhe_Maut_-_Raat_Ki_Rani.jpg,tags
"Seedhe Maut, Bandzo3rd - Luka Chippi.mp3",Seedhe Maut/Bandzo3rd,Luka Chippi,141.6,P:\Web Development\Audora\frontend\public\songs\covers\Seedhe_Maut__Bandzo3rd_-_Luka_Chippi.jpg,tags
"Seedhe Maut, Hurricane, DL91 Era - Madira.mp3",Seedhe Maut/Hurricane/DL91 Era,Madira,169.872,P:\Web Development\Audora\frontend\public\songs\covers\Seedhe_Maut__Hurricane__DL91_Era_-_Madira.jpg,tags
"Seedhe Maut, MC STAN - Nanchaku.mp3",Seedhe Maut/MC STAN,Nanchaku,193.152,P:\Web Development\Audora\frontend\public\songs\covers\Seedhe_Maut__MC_STAN_-_Nanchaku.jpg,tags
"Shaan, KK - Dus Bahane (From 'Dus').mp3",Shaan/KK,"Dus Bahane (From ""Dus"")",206.976,P:\Web Development\Audora\frontend\public\songs\covers\Shaan__KK_-_Dus_Bahane__From__Dus__.jpg,tags
"Shaan, Kailash Kher - Chand Sifarish.mp3",Shaan/Kailash Kher,Chand Sifarish,275.544,P:\Web Development\Audora\frontend\public\songs\covers\Shaan__Kailash_Kher_-_Chand_Sifarish.jpg,tags
"Shaan, Neeraj, Shaznine - Dil Dil Nazar.mp3",Shaan/Neeraj/Shaznine,Dil Dil Nazar,321.528,P:\Web Development\Audora\frontend\public\songs\covers\Shaan__Neeraj__Shaznine_-_Dil_Dil_Nazar.jpg,tags
"Shaan, Shreya Ghoshal, Shantanu Moitra, Swanand Kirkire - Chaar Kadam.mp3",Shaan/Shreya Ghoshal/Shantanu Moitra/Swanand Kirkire,Chaar Kadam,242.712,P:\Web Development\Audora\frontend\public\songs\covers\Shaan__Shreya_Ghoshal__Shantanu_Moitra__Swanand_Kirkire_-_Chaar_Kadam.jpg,tags
"Shaan, Shweta Pandit, Suzi Q, Earl D'Souza - You're My Love.mp3",Shaan/Shweta Pandit/Suzi Q/Earl D'Souza,You're My Love,277.32,P:\Web Development\Audora\frontend\public\songs\covers\Shaan__Shweta_Pandit__Suzi_Q__Earl_D_Souza_-_You_re_My_Love.jpg,tags
"Shaarib Toshi, Arijit Singh - Bandeya - From 'Dil Juunglee'.mp3",Shaarib Toshi/Arijit Singh,"Bandeya - From ""Dil Juunglee""",184.704,P:\Web Development\Audora\frontend\public\songs\covers\Shaarib_Toshi__Arijit_Singh_-_Bandeya_-_From__Dil_Juunglee_.jpg,tags
"Shabbir Kumar, Sunidhi Chauhan - I Don't Know What To Do.mp3",Shabbir Kumar/Sunidhi Chauhan,I Don't Know What To Do,199.104,P:\Web Development\Audora\frontend\public\songs\covers\Shabbir_Kumar__Sunidhi_Chauhan_-_I_Don_t_Know_What_To_Do.jpg,tags
Shankar Mahadevan - Enna Solla Pogirai.mp3,Shankar Mahadevan,Enna Solla Pogirai,360.912,P:\Web Development\Audora\frontend\public\songs\covers\Shankar_Mahadevan_-_Enna_Solla_Pogirai.jpg,tags
"Shankar Mahadevan, Jaanvee Prabhu Arora - Mitwaa.mp3",Shankar Mahadevan/Jaanvee Prabhu Arora,Mitwaa,278.832,P:\Web Development\Audora\frontend\public\songs\covers\Shankar_Mahadevan__Jaanvee_Prabhu_Arora_-_Mitwaa.jpg,tags
"Shankar Mahadevan, Mame Khan - Doli Re Doli.mp3",Shankar Mahadevan/Mame Khan,Doli Re Doli,333.072,P:\Web Development\Audora\frontend\public\songs\covers\Shankar_Mahadevan__Mame_Khan_-_Doli_Re_Doli.jpg,tags
"Shankar Mahadevan, Shreya Ghoshal - Tere Naina.mp3",Shankar Mahadevan/Shreya Ghoshal,Tere Naina,257.04,P:\Web Development\Audora\frontend\public\songs\covers\Shankar_Mahadevan__Shreya_Ghoshal_-_Tere_Naina.jpg,tags
"Shankar-Ehsaan-Loy, Adnan Sami, Shankar Mahadevan, Shreya Ghoshal - Noor E Khuda.mp3",Shankar-Ehsaan-Loy/Adnan Sami/Shankar Mahadevan/Shreya Ghoshal,Noor E Khuda,397.104,P:\Web Development\Audora\frontend\public\songs\covers\Shankar-Ehsaan-Loy__Adnan_Sami__Shankar_Mahadevan__Shreya_Ghoshal_-_Noor_E_Khuda.jpg,tags
"Shankar-Ehsaan-Loy, Alisha Chinai, Shankar Mahadevan, Javed Ali, Gulzar - Kajra Re.mp3",Shankar-Ehsaan-Loy/Alisha Chinai/Shankar Mahadevan/Javed Ali/Gulzar,Kajra Re,482.208,P:\Web Development\Audora\frontend\public\songs\covers\Shankar-Ehsaan-Loy__Alisha_Chinai__Shankar_Mahadevan__Javed_Ali__Gulzar_-_Kajra_Re.jpg,tags
"Shankar-Ehsaan-Loy, Diljit Dosanjh - Ishq Di Baajiyaan.mp3",Shankar-Ehsaan-Loy/Diljit Dosanjh,Ishq Di Baajiyaan,287.16,P:\Web Development\Audora\frontend\public\songs\covers\Shankar-Ehsaan-Loy__Diljit_Dosanjh_-_Ishq_Di_Baajiyaan.jpg,tags
"Shankar-Ehsaan-Loy, Shafqat Amanat Ali - Tere Naina.mp3",Shankar-Ehsaan-Loy/Shafqat Amanat Ali,Tere Naina,278.592,P:\Web Development\Audora\frontend\public\songs\covers\Shankar-Ehsaan-Loy__Shafqat_Amanat_Ali_-_Tere_Naina.jpg,tags
"Shankar-Ehsaan-Loy, Shreya Ghoshal, Javed Bashir, Yusuf Mohammed, Vajid Ali - O Rangrez.mp3",Shankar-Ehsaan-Loy/Shreya Ghoshal/Javed Bashir/Yusuf Mohammed/Vajid Ali,O Rangrez,177.648,P:\Web Development\Audora\frontend\public\songs\covers\Shankar-Ehsaan-Loy__Shreya_Ghoshal__Javed_Bashir__Yusuf_Mohammed__Vajid_Ali_-_O_Rangrez.jpg,tags
"Shankar-Ehsaan-Loy, Siddharth Mahadevan - Zinda.mp3",Shankar-Ehsaan-Loy/Siddharth Mahadevan,Zinda,210.912,P:\Web Development\Audora\frontend\public\songs\covers\Shankar-Ehsaan-Loy__Siddharth_Mahadevan_-_Zinda.jpg,tags
"Shankar-Ehsaan-Loy, Sukhwinder Singh, Loy Mendonsa, Shankar Mahadevan - Slow Motion Angreza.mp3",Shankar-Ehsaan-Loy/Sukhwinder Singh/Loy Mendonsa/Shankar Mahadevan,Slow Motion Angreza,260.04,P:\Web Development\Audora\frontend\public\songs\covers\Shankar-Ehsaan-Loy__Sukhwinder_Singh__Loy_Mendonsa__Shankar_Mahadevan_-_Slow_Motion_Angreza.jpg,tags
"Shashwat Sachdev, Sangtar, Manmohan Waris, Kamal Heer, Sukhwinder Amrit - O Shera - Teer Te Taj (Film Version) - From 'Kesari Chapter 2'.mp3",Shashwat Sachdev/Sangtar/Manmohan Waris/Kamal Heer/Sukhwinder Amrit,"O Shera - Teer Te Taj (Film Version) - From ""Kesari Chapter 2""",152.664,P:\Web Development\Audora\frontend\public\songs\covers\Shashwat_Sachdev__Sangtar__Manmohan_Waris__Kamal_Heer__Sukhwinder_Amrit_-_O_Shera_-_Teer_Te_Taj__Film_Version__-_From__Kesari_Chapter_2_.jpg,tags
Shikhar Saxena - Sauda Iss Dil Ka - From 'Sharma Ji Ki Shaadi'.mp3,Shikhar Saxena,"Sauda Iss Dil Ka - From ""Sharma Ji Ki Shaadi""",207.312,P:\Web Development\Audora\frontend\public\songs\covers\Shikhar_Saxena_-_Sauda_Iss_Dil_Ka_-_From__Sharma_Ji_Ki_Shaadi_.jpg,tags
Shreya Ghoshal - Sunn Raha Hai (Female Version).mp3,Shreya Ghoshal,Sunn Raha Hai (Female Version),314.736,P:\Web Development\Audora\frontend\public\songs\covers\Shreya_Ghoshal_-_Sunn_Raha_Hai__Female_Version_.jpg,tags
"Shreya Ghoshal, Shaan, Neelesh Misra - Jaadu Hai Nasha.mp3",Shreya Ghoshal/Shaan/Neelesh Misra,Jaadu Hai Nasha,327.936,P:\Web Development\Audora\frontend\public\songs\covers\Shreya_Ghoshal__Shaan__Neelesh_Misra_-_Jaadu_Hai_Nasha.jpg,tags
Sidhu Moose Wala - 295.mp3,Sidhu Moose Wala,295,270.024,P:\Web Development\Audora\frontend\public\songs\covers\Sidhu_Moose_Wala_-_295.jpg,tags
Sidhu Moose Wala - Dawood.mp3,Sidhu Moose Wala,Dawood,197.136,P:\Web Development\Audora\frontend\public\songs\covers\Sidhu_Moose_Wala_-_Dawood.jpg,tags
Sidhu Moose Wala - Death Route.mp3,Sidhu Moose Wala,Death Route,217.56,P:\Web Development\Audora\frontend\public\songs\covers\Sidhu_Moose_Wala_-_Death_Route.jpg,tags
Sidhu Moose Wala - East Side Flow.mp3,Sidhu Moose Wala,East Side Flow,224.256,P:\Web Development\Audora\frontend\public\songs\covers\Sidhu_Moose_Wala_-_East_Side_Flow.jpg,tags
Sidhu Moose Wala - Never Fold.mp3,Sidhu Moose Wala,Never Fold,180.672,P:\Web Development\Audora\frontend\public\songs\covers\Sidhu_Moose_Wala_-_Never_Fold.jpg,tags
Sidhu Moose Wala - Outlaw.mp3,Sidhu Moose Wala,Outlaw,180.936,P:\Web Development\Audora\frontend\public\songs\covers\Sidhu_Moose_Wala_-_Outlaw.jpg,tags
"Sidhu Moose Wala, Jenny Johal, The Kidd - 0008.mp3",Sidhu Moose Wala/Jenny Johal/The Kidd,0008,132.36,P:\Web Development\Audora\frontend\public\songs\covers\Sidhu_Moose_Wala__Jenny_Johal__The_Kidd_-_0008.jpg,tags
"Sidhu Moose Wala, The Kidd - Lock.mp3",Sidhu Moose Wala/The Kidd,Lock,175.224,P:\Web Development\Audora\frontend\public\songs\covers\Sidhu_Moose_Wala__The_Kidd_-_Lock.jpg,tags
"Sohail Sen, Ali Zafar, Shweta Pandit, Irshad Kamil - Madhubala.mp3",Sohail Sen/Ali Zafar/Shweta Pandit/Irshad Kamil,Madhubala,262.872,P:\Web Development\Audora\frontend\public\songs\covers\Sohail_Sen__Ali_Zafar__Shweta_Pandit__Irshad_Kamil_-_Madhubala.jpg,tags
"Sohan Rahman, MC Khan - Tune Jo Na Kaha.mp3",Sohan Rahman/MC Khan,Tune Jo Na Kaha,121.704,P:\Web Development\Audora\frontend\public\songs\covers\Sohan_Rahman__MC_Khan_-_Tune_Jo_Na_Kaha.jpg,tags
Sonu Nigam - Tu.mp3,Sonu Nigam,Tu,266.064,P:\Web Development\Audora\frontend\public\songs\covers\Sonu_Nigam_-_Tu.jpg,tags
"Sonu Nigam, Sabri Brothers - Tumse Milke Dil Ka.mp3",Sonu Nigam/Sabri Brothers,Tumse Milke Dil Ka,359.328,P:\Web Development\Audora\frontend\public\songs\covers\Sonu_Nigam__Sabri_Brothers_-_Tumse_Milke_Dil_Ka.jpg,tags
"Sonu Nigam, Shreya Ghoshal - Chori Kiya Re Jiya.mp3",Sonu Nigam/Shreya Ghoshal,Chori Kiya Re Jiya,286.752,P:\Web Development\Audora\frontend\public\songs\covers\Sonu_Nigam__Shreya_Ghoshal_-_Chori_Kiya_Re_Jiya.jpg,tags
"Sonu Nigam, Shreya Ghoshal - Dil Dooba (From 'Khakee').mp3",Sonu Nigam/Shreya Ghoshal,"Dil Dooba (From ""Khakee"")",229.272,P:\Web Development\Audora\frontend\public\songs\covers\Sonu_Nigam__Shreya_Ghoshal_-_Dil_Dooba__From__Khakee__.jpg,tags
"Sonu Nigam, Shreya Ghoshal - Dil Dooba.mp3",Sonu Nigam/Shreya Ghoshal,Dil Dooba,229.272,P:\Web Development\Audora\frontend\public\songs\covers\Sonu_Nigam__Shreya_Ghoshal_-_Dil_Dooba.jpg,tags
"Sonu Nigam, Shreya Ghoshal - Main Agar Kahoon.mp3",Sonu Nigam/Shreya Ghoshal,Main Agar Kahoon,308.184,P:\Web Development\Audora\frontend\public\songs\covers\Sonu_Nigam__Shreya_Ghoshal_-_Main_Agar_Kahoon.jpg,tags
"Sonu Nigam, Shreya Ghoshal - Zoobi Doobi.mp3",Sonu Nigam/Shreya Ghoshal,Zoobi Doobi,246.192,P:\Web Development\Audora\frontend\public\songs\covers\Sonu_Nigam__Shreya_Ghoshal_-_Zoobi_Doobi.jpg,tags
"Sumedha Karmahe, Atif Aslam - Toota Jo Kabhi Tara.mp3",Sumedha Karmahe/Atif Aslam,Toota Jo Kabhi Tara,305.04,P:\Web Development\Audora\frontend\public\songs\covers\Sumedha_Karmahe__Atif_Aslam_-_Toota_Jo_Kabhi_Tara.jpg,tags
"Sunidhi Chauhan, Divya Kumar, Amit Trivedi - Halka Halka.mp3",Sunidhi Chauhan/Divya Kumar/Amit Trivedi,Halka Halka,135.456,P:\Web Development\Audora\frontend\public\songs\covers\Sunidhi_Chauhan__Divya_Kumar__Amit_Trivedi_-_Halka_Halka.jpg,tags
"Sunidhi Chauhan, Vishal Dadlani - Sheila Ki Jawani (From 'Tees Maar Khan').mp3",Sunidhi Chauhan/Vishal Dadlani,"Sheila Ki Jawani (From ""Tees Maar Khan"")",281.544,P:\Web Development\Audora\frontend\public\songs\covers\Sunidhi_Chauhan__Vishal_Dadlani_-_Sheila_Ki_Jawani__From__Tees_Maar_Khan__.jpg,tags
"Sushin Shyam, Dabzee, Vinayak Sasikumar - Illuminati - From 'Aavesham'.mp3",Sushin Shyam/Dabzee/Vinayak Sasikumar,"Illuminati - From ""Aavesham""",212.568,P:\Web Development\Audora\frontend\public\songs\covers\Sushin_Shyam__Dabzee__Vinayak_Sasikumar_-_Illuminati_-_From__Aavesham_.jpg,tags
Suzonn - Farq hai.mp3,Suzonn,Farq hai,184.128,P:\Web Development\Audora\frontend\public\songs\covers\Suzonn_-_Farq_hai.jpg,tags
"Taaruk Raina, Mismatched - Cast - Kho Gaye.mp3",Taaruk Raina/Mismatched - Cast,Kho Gaye,197.808,P:\Web Development\Audora\frontend\public\songs\covers\Taaruk_Raina__Mismatched_-_Cast_-_Kho_Gaye.jpg,tags
"Talat Mahmood, Lata Mangeshkar - Itna Na Mujhse Tu Pyar Badha.mp3",Talat Mahmood/Lata Mangeshkar,Itna Na Mujhse Tu Pyar Badha,235.368,P:\Web Development\Audora\frontend\public\songs\covers\Talat_Mahmood__Lata_Mangeshkar_-_Itna_Na_Mujhse_Tu_Pyar_Badha.jpg,tags
"Tanishk Bagchi, Dhvani Bhanushali, Rashmi Virag - Leja Re.mp3",Tanishk Bagchi/Dhvani Bhanushali/Rashmi Virag,Leja Re,206.016,P:\Web Development\Audora\frontend\public\songs\covers\Tanishk_Bagchi__Dhvani_Bhanushali__Rashmi_Virag_-_Leja_Re.jpg,tags
"Tanishk Bagchi, Faheem Abdullah, Arslan Nizami, Shreya Ghoshal, Irshad Kamil - Saiyaara Reprise - Female.mp3",Tanishk Bagchi/Faheem Abdullah/Arslan Nizami/Shreya Ghoshal/Irshad Kamil,Saiyaara Reprise - Female,183.12,P:\Web Development\Audora\frontend\public\songs\covers\Tanishk_Bagchi__Faheem_Abdullah__Arslan_Nizami__Shreya_Ghoshal__Irshad_Kamil_-_Saiyaara_Reprise_-_Female.jpg,tags
"Tanishk Bagchi, Jubin Nautiyal, Asees Kaur - Raataan Lambiyan (From 'Shershaah').mp3",Tanishk Bagchi/Jubin Nautiyal/Asees Kaur,"Raataan Lambiyan (From ""Shershaah"")",230.328,P:\Web Development\Audora\frontend\public\songs\covers\Tanishk_Bagchi__Jubin_Nautiyal__Asees_Kaur_-_Raataan_Lambiyan__From__Shershaah__.jpg,tags
"Tanishk Bagchi, Romy, Neeraj Rajawat - Laal Peeli Akhiyaan (From 'Teri Baaton Mein Aisa Uljha Jiya').mp3",Tanishk Bagchi/Romy/Neeraj Rajawat,"Laal Peeli Akhiyaan (From ""Teri Baaton Mein Aisa Uljha Jiya"")",188.136,P:\Web Development\Audora\frontend\public\songs\covers\Tanishk_Bagchi__Romy__Neeraj_Rajawat_-_Laal_Peeli_Akhiyaan__From__Teri_Baaton_Mein_Aisa_Uljha_Jiya__.jpg,tags
"Tanishk Bagchi, Vishal Dadlani, Zahrah S Khan - Har Funn Maula (From 'Koi Jaane Na').mp3",Tanishk Bagchi/Vishal Dadlani/Zahrah S Khan,"Har Funn Maula (From ""Koi Jaane Na"")",247.152,P:\Web Development\Audora\frontend\public\songs\covers\Tanishk_Bagchi__Vishal_Dadlani__Zahrah_S_Khan_-_Har_Funn_Maula__From__Koi_Jaane_Na__.jpg,tags
Taylor Swift - Blank Space.mp3,Taylor Swift,Blank Space,231.864,P:\Web Development\Audora\frontend\public\songs\covers\Taylor_Swift_-_Blank_Space.jpg,tags
